clean_text,sentimen
Kenapa si wajib update  Penyimpanan saya ga cukup ,negatif
Sudah di update malah di blokir ga bisa di buka payaaaah gimana ini pas lagi butuh buat transaksi,negatif
kenapa ini aplikasi keluar sendiri  aplikasi mobile banking juga keluar sendiri  ada apa dengan BCA,negatif
Setelah update terakhir jadi tidak bisa log in  ketika log in otomatis keluar dari aplikasi  mohon segera di fix Update   Setelah ikutin saran dari dev  udah bisa log in lagi  terimakasih,positif
Tolong ditingkatkan lagi karena tidak bisa masuk tiba tiba logout,negatif
Kenapa setelah update yang versi sebelum ini jadi lebih lemot lambat  Untuk masuk aja menggunakan face id juga sangat lambat  Saya kira bukan karena jaringan  tapi menamang sistem app nya yang kurang optimal ,negatif
Ribet bgt dah harus pake pulsa segala  Padahal tinggal authentication terhadap id dan password malah pake pulsa segala,negatif
Seminggu udah 2x ke log out saat mau melakukan pembayaran qris  kan PR banget nelpon terus ke cs laporan trus mana harus mikir pswrd baru lagi  ,positif
sekelas BCA aplikasi dan servesnya sebusuk ini mending di cut itu bagian IT nya  log in gagal terus  mau transfer loadingnya nunggu kiamat  saya pikir koneksi saya yang gangguan eh dicoba pakai bank lain lancar2 aja ,positif
versi 1 24 langsung force close saat dibuka di iPhone 15 Pro Max,negatif
Jadi gabisa login setelah update  Cuma muter2 doang  Parah,negatif
Sudah aktivasi dan sebagainya tapi susah banget mau log in  isi pulsa puluhan ribu hangus padahal kode aktivasi masuk tapi stuck di loading muncul logo BCA lalu tidak lama hilang dan suruh kirim sms ulang  Tolong di perbaiki dan di perhatikan ,positif
"aplikasi perbankan paling jelek yg saya punya  selalu terblokir   padahal sudah masukin password n bca id yg benar  minta verifikasi face id saja bisa salah 3 kali dan langsung terblokir 
repotnya harus telfon halobca terus   aplikasi perbankan lainnya sj tidak pernah semerepotkan ini huff sudah berkali2 kejadiannya selalu begini",negatif
Kenapa saat saya mau buka ID saya ke logout sendiri  Jadinya nyusahin harus OTP lagi  ga ad pulsa akhirnya beli lg  untung masih ada DANA  Kalo ga ad gimana coba  aneh ,positif
Kalau mau bayar pakai qris buka app nya kendala lag terus padahal sinyalnya normal,positif
Repot banget daftar harus ke kantor cabang ,positif
Tolong dev perbaiki  knpa di jam2 tertentu suka loading lama saat masuk maupun transaksi  mau bayar warteg aja lama gara2 loading mulu mau transaksi  alhasil pake aplikasi banking sebelah,positif
"Walaupun feature2 app myBCA nya ini komplit  sayang perfomance app nya ga sesuai dgn standar  Compared dengan bank2 dan e wallet lain  seabank  Jenius  Gopay  Dana  Ovo  etc  perfomance mybca ini sangat jelek  terutama utk mode payment dgn qris nya  Payment QRIS adalah yg paling banyak digunakan  mgkin bisa dienhance agar saat akses QRIS  bisa optimize agar tidak perlu loading time yg lama 

Melihat response dr technical support dr feedback2 sebelum nya  sepertinya team teknis nya tidak solutif sejak 3 tahun lalu dan hanya meminta untuk mengakses app dr koneksi internet stabil dan sim card dipasang di sim 1  Jika cara penanganan feedback customer seperti ini  banyak orang yg lebih memilih menggunakan payment QRIS dgn bank lain ",positif
Benci asli login mbanking mesti banget kasih akses lokasi  najis lu belakangan mulai aneh2  kemarin2 bca mobile skrg ke mybca  utk saat ini kembali ke klikbca dlu  jd bank hobi banget stalking nasabah  mau kita akses dr mana lu ga perlu tau  coba dibalik  kalian mau ga setiap aktivitas bank kalian dimata2i sama bank  jadi developer mikir pakai otak  bank lain ga ada tuh mewajibkan akses lokasi  jgn bilang buat keamanan karena ga ada hubungan  dan jgn bilang karena kami setuju semua snk dari kalian  kami dipaksa pilih setuju karena kalau tdk setuju kalian tdk mengizinkan aplikasi dipakai ,negatif
I can t relogin with FaceID after the newest update  Was good before  and now it s just lame  Other banking apps work flawlessy except this one,positif
cant even register because when i reach the self verification page it does not let me select i agree when prompted to so i cant continue to login to the so therefore completely useless,negatif
In my opinion  the myBCA application is really good because it makes all my banking transactions easier  I hope it will be improved again  Thank you ,positif
Pertama kali ke blockir karena kesalahan lupa password  kedua gak ada kesalahan pasword tapi masih bisa ketawaketawa ketiha begitu juga dan kemarin keempat kalinya ke blockir tapi gak salah password  Lamalama cape juga gak salah password tapi ke blockir pas lagi login  Ini baru pertama kali kecewa sama aplikasi BCA ,negatif
Kadang suka stuck tiba tiba kalo pake data  Gak bisa login  lemot pas mau transaksi qris ,negatif
Akhir2 ini g bsa cepet klo buka aplikasinya  pake data ataupun wifi  Sblm2nya aman aja  Mohon perhatiannya  Sya pake iphone 16,positif
App nya tolol ni  koneksi putus mulu  terlalu banyak data yg di get jadi begini tiap mau transaksi malah  opps something went wrong  mulu  di enhance dong,negatif
Selalu gagal verifikasi wajah dan ktp,negatif
Kenapa sering logout sih  harus verifikasi terus kalau mau pakai mbanking  tolong dong diperbaiki sistemnya kalau mau ada transaksi penting biar mudah,positif
kurang cocok kebutuhan komersil,negatif
Kenapa selalu slow respond sih  Appnya berat kah  Ga bisa satset padahal jaringan 5G,negatif
Aplikasinya di saya error ga bisa logi,negatif
Jadi untuk yang udah punya rekening BCA  abis bikin BCA ID  pas disuruh bikin tabungan baru  harus klik No dan pas ada prompt nanya  data Anda akan dihapus  harus diiyain dulu baru bisa konek rekening BCA existing ke BCA ID  Saya sampai harus ke CS dan CSnya telfon HaloBCA  baru bisa tau solusinya cuman mengiyakan hapus data  yang sebenarnya gak dihapus juga  Tolong lah dibikin supaya opsi dari awal ditanya  udah ada rekening BCA atau belum daripada harus jungkir balik dulu  ngisi OTP berkali2 baru masuk proses verifikasi rekening yang udah ada  Kalau bukan karena jaga2 one day ini akan jadi 1 1nya aplikasi mobile  dulu denger gosip gitu  males banget deh  Sekarang ya udah kekonek sama rekening BCA saya but the app flow was a bad experience ,positif
kalo ga dibuka sebulan otomatis logout  nyusahin bgt,negatif
Ribet bgt,negatif
Lemot banget  jadi takut naroh uang disitu,negatif
Habis pulsa cuma minta otp doang tapi ga bisa masuk  Cape banget liat apk bank besar seperti ini,negatif
"please update 
  faster login like BCA Mobile
  set up like BCA Mobile transaction without PIN 
  source Qris from CC",negatif
tbtb ke log out sendiri dan susah bgt dapet kode otp hampir seminggu disuru lapor ke provider dan gada masalah soalny kode otp lain jg bs masuk  tapi cs kek gak niat bantu  udah restart install ulang dll semua hadeh,negatif
Top,positif
"Tolong disediakan alternative selain kirim kode OTP lewat sms  Tidak bisa login karena kode OTP tidak pernah masuk  

Kode OTP sering trouble tidak terkirim lewat sms  Saya pakai kartu XL pascabayar ",negatif
Sebel lama2 pake mybca  Masuknya lama kadang ga bisa jg mesti diclose buka lagi  qrisnya tingkat kebershasilan pake qris 30  ajah  Yang ada hang muter2 lalu akhirnya saya beralih pake bca mobile  Bikin antrian panjang di counter2  Parahh  mau canggih malah makin dol  Bca perush IT atau bank,negatif
Applikasi sangat sangat lambat,negatif
Tolong lemoot bgt skg aplikasinya  loading mulu,negatif
"Per Desember aplikasinya lemot sekali  Ketika login dan buka menu loadingnya lama  Padahal sebelumnya tidak seperti ini 
Tolong dievaluasi ya aplikasinya  Trims",negatif
"Cs online terlalu rumit dan menanyakan hal hal yg semestinya tidak ditanyakan  tidak membantu dalam urusan pembukaan rekening 
Prihal kepemilikan account di m bca kemudian saya ingin membuat account di mybca juga  itu urusan nasabah 
Cs tidak semestinya mengintervensi kebutuhan nasabah  nasabah sudah memikirkan dan memutuskan kebutuhan apa yg di perlukan sebelum mendapat pelayanan ",negatif
"Login dengan Face ID agak lemot  dan menu2 tidak User friendly serta masih terbatas

Menu Riwayat belum ada data transaksi dana Masuk",positif
Pas mau bayar pake QRIS loading sering lama  menganggu proses pembayaran,negatif
Sering banget dah error kesel bgt make nya  ,negatif
Plis lah bca aplikasi di bener in ga bisa log in mulu  ud dtg ke bank suru telp halo bca  Customer kalau complaint tolong di layani dengan baik bukan malah suru telpon  Ud kepaksa telpon  di suru nunggu 1hari juga ttp ga bisa login  Jangan sok2an maksa digital tp aplikasi tdk mumpuni,negatif
Anda terlalu sering force update  Biarkanlah user menggunakan aplikasi dan melakukan transaksi tanpa update fitur  Kembangkan aplikasi Anda dgn sangat baik dan secure supaya tidak perlu sering2 memaksa update  Mungkin BCA sdh merasa di atas angin sehingga merasa bebas melakukan apa pun ,positif
APLIKASI SERING BUFRINGGG AKHRINYA MALAH KE BLOKIR  TOLONG DI TINGKAT KAN LAGI ,negatif
Makin kesini banyak bug  lagi mau dipake kadang lama konek ke internet padahal jaringan full  Sometimes stuck on ip 15pm,positif
"Beberapa minggu ini mybca lemot banget ga tau kenapa  bca mobile aman untung nya
Tolong diperbaiki ya performance app nya  mau transaksi jd susah kalo begini  ujung2nya pindah ke bca mobile lg",negatif
tambahin opsi untuk dark mode dong  masa kalah sama gopay ,negatif
Masukan untuk BCA agar menampilkan waktu transaksi pada halaman mutasi rekening  Terima kasih ,negatif
buat transaksi beuh lelet bgt,negatif
setelah ada update per 3 des 2024 knp jadi berat aplikasinya ya  gak selancar sebelumnya   padahal sinyal kenceng 100mbps pake ip 13pro   klo sebelume cepet banget transaksi  sekarang pake nunggu beberapa detik louding   bahkan kadang gagal transaksinya  mohon di tinjau ulang deh updatenya,negatif
Too heavy  berat banget nih apps  BCA plis lahh,negatif
"Suka lelet bagus bca mobile
Mau transaksi mutar melulu",negatif
Pin udah benar udh di catat juga di hp masa salah pin aneh banget,negatif
saat mau masuk dan mau pembayaran qris LEMOT SKALI,negatif
Ngalah2in app Livin by Mandiri ini app sekarang  Lamban ga ketulungan dan sering error  Lama2 mending mBCA  Sekelas BCA begini ,negatif
"HATI HATI  
Saya pakai myBCA saldo saya tbtb hilang dan tidak ada di mutasi   Percuma lapor pun pasti ga akan balik tu saldo ",negatif
Min  sejak update seminggu lalu  MyBCA jadi lemot banget  dibuka maupun transaksi  Login aja bisa sampe stengah menit,negatif
Muncul pesan  seluruh rekening anda sudah terkoneksi dengan bca ID lainnya  tapi di cek bca id lain nya tidak ada  oleh cs kcp suruh pake mobile bca  bagaimana ini ,negatif
Applikasi nya lemot banget  login aja lemot,negatif
"Org mati udh ribet bkin atm ini 3x lebih ribet 
Gaush bkin atm ini  cri atm lain aj",negatif
Ketika login dan bertransaksi terkadang merasakan lambat dalam kondisi internet stabil,negatif
Tlong diperbaikin dong Min,negatif
Dengan Wifi kencang dan HP spek bagus  tetap lemot ,positif
Aplikasinya lambat bgt sekarang,negatif
in app suka loading,negatif
Semenjak update jadi responnya lama banget harus muter  dulu capek banget yg dulu bisa satset sekarang lama,positif
semenjak di update malah susah login,negatif
kenapa appny lemot parah sekarang ,negatif
APLIKASI LEMOTTTTTT ,negatif
Tolong di update lagi supaya satset   tidak lemot,positif
The app is really slow,negatif
Aplikasi lambat saat login atau membayar dengan Qris,negatif
Selalu muncul error terus pas masukin pin saat reset password  udh komplain tp selalu infonya sama kalo gaada kendala padahal udh sebulan ini coba masih gabisa terus,negatif
Aplikasi ribet kerja nya update mulu,negatif
"Bisaa gk usah bikin repost gk sama frustasi benci kali aku resek
Pantk my bca ini smpi skrng ini aj gk ad kejelasan duit ssmua udh disitu malah gangguan di mau login kode otp gk ad terus pulsa udh puluhan tetap g masuk pntk emg",negatif
ini mau down sampe jam berapa  udh 5 jam lebih loh  dan cs di sosmed jg gada yg membantu  klo sekiranya aplikasinya masih banyak evaluasi ya jgn dlu di luncurkan  merugikan nasabah ,positif
Lemot bangettt app nya,negatif
masuk aplikasi tiba tiba lemot dan id bca tiba tiba ke blokir padahal tidak pernah salah typo dalam memasukan id serta password  menghubungi cs nya pun sangat lama menunggu operator bicara hingga tidak dapat terhubung ke cs dikarenakan sedang melayani nasabah lain  alhasil pulsa terpotong banyak dan rugi waktu  sekelas BCA kok begini ,negatif
Please fix it,negatif
Sinyal pusat my bca sangat sampah  berkali kali reconecting dan lama  lebih stabil m bca dulu  Banyak problem terutama di koneksi,positif
Why is MyBCA now much slower compared to M BCA,positif
Apaaan si oops salah mlu sinyal baggus padahall,positif
Lagi mau bayar pake qris di minimarket   eh malah gak bisa login ke apk nya terus  tanya sama temen juga sama dia gak bisa login ,negatif
Aplikasi cacat  setiap kali tanggal 30 5 pasti gangguan,negatif
kenapa ini gagal login,negatif
Saya direkomendasikan pakai BCA oleh pegawai cabang kota Tasik Hilmi dan Gina  Dan saya sangat senang,positif
Oops  Terjadi kesalahan  silakan coba lagi  Hal ini selalu terjadi disore hari ini ketika login menggunakan face ID atau pun password  Apa yang harus dilakukan ,negatif
Mau ada urusan penting yang mengharuskan transaksi menggunakan my bca malah gangguan  Sampah banget,positif
Dibanding Mbanking BCA applikasi ini sering error  tumben BCA rekrut team IT spt ini,negatif
Pas udah logout trs mau login lagi pakai otp  udah dimasukin otpnya udah bener tpi terjadi kesalahan  Buang2 pulsaa mohonn perbaikik,negatif
Aplikasi dengan fitur lebih lengkap  tapi sering sekali terjadi error,positif
Hari ini ga bsa d akses heyyy  ud nunggu  tp tetep ga bisa,negatif
"Sejauh ini baru pertama kali error  tidak bisa login  Mana error di akhir bulan  waktunya rekap data  Fatal

Mohon segera perbaiki  Semoga tidak terulang",positif
Sering kali oopssss dan biasanya di saat lagi penting,positif
asal login selalu ada gangguna asal mau bayar di situlah gak mau login,negatif
Aplikasi trlalu berat  buat loading masih ngandalin sepenuhnya dari jaringan,negatif
Ni parah bgt my bca  face id gagal  masukin password ga bisa  jd kehambat smuanya  Bad ,negatif
Loadingnya time lama banget,negatif
Ga bs log in tolong di cek,negatif
gagal login server terbaca eror,negatif
Issue terus di saat genting  Ga bisa login atau ga bisa transfer  Jaringan  wifi semua ok  Ditambah dong kapasitas servernya  masa down melulu  walau itungan menit  nyusahinnya berasa,positif
error mulu make faceid  make password jg error,negatif
Klo ada maintance atau error kasih tau lah  udh ngantri2 mau pake cashless gabisa login ,negatif
tolong dong di perbaiki masa tbtb tidak bisa login pedahal sandi saya sudah benar dan kendala kode otp tidak di kirim2  Tolong kasih pilihan kode otp di kirim ke wa gmail  Terimakasih,negatif
Lemot banget,negatif
  Sangat menyenangkan memiliki aplikasi yang dapat mendukung aktivitas sehari hari  Untuk urusan pengelolaan keuangan pribadi  pilihan saya jatuh pada  A Finance  Wealth Management  ,positif
Aplikasinya lemot banget  login susah  ga praktis kalau lagi buru2  Mending pake app lama,negatif
Ini habis update ketika login malah force close mulu  verifikasi ulang udah masukin kode otp masih aja force close ampe pulsa abis ngentot,negatif
